Time in milliSecond	x	y	z
9492010	-0.354129	7.736358	0.490333
9492021	-0.667397	8.349273	1.021526
9492030	-0.749119	8.717023	1.18497
9492041	-0.762739	8.962189	1.55272
9492051	-0.77636	9.220976	1.811506
9492061	-0.640156	9.438901	1.893228
9492071	-0.40861	9.575105	1.906849
9492082	-0.095342	9.697687	1.607201
9492092	0.027241	9.752169	1.430137
9492101	0.01362	9.833891	1.17135
9492112	0.095342	9.997335	0.980665
9492122	0.122583	10.310603	1.15773
9492135	-0.122583	10.59663	1.321174
9492145	-0.272407	11.059722	1.375655
9492155	-0.286027	11.413852	1.511859
9492165	-0.40861	11.604536	1.634442
9492175	-0.449471	11.958665	1.797886
9492185	-0.354129	12.081248	1.934089
9492197	-0.245166	12.367276	1.934089
9492206	-0.217926	12.557961	1.934089
9492217	-0.340509	12.803127	2.138395
9492229	-0.640156	13.252599	2.805792
9492238	-1.021526	13.72931	3.800077
9492248	-1.362035	13.892755	4.630918
9492260	-1.55272	14.056199	5.380037
9492269	-1.784266	14.124301	6.224499
9492280	-1.893228	13.606728	6.496906
9492290	-1.838747	13.184497	6.415184
9492300	-1.607201	12.612442	6.347082
9492310	-1.266692	11.795221	5.952092
9492321	-1.035146	10.96438	5.325556
9492330	-0.898943	10.18802	4.794363
9492340	-0.967045	9.656827	4.222308
9492351	-1.103248	9.139254	3.568531
9492360	-1.375655	8.580819	3.078199
9492370	-1.593581	8.294792	2.506144
9492382	-1.688923	7.545672	1.838747
9492392	-1.743405	7.286886	1.607201
9492402	-1.702543	6.891896	1.266692
9492413	-1.498238	6.347082	0.708258
9492423	-1.089628	5.965712	0.272407
9492433	-0.926184	5.693305	0.149824
9492443	-0.558434	5.448139	-0.217926
9492453	-0.422231	5.271075	-0.490333
9492463	-0.204305	5.216593	-0.39499
9492473	-0.054481	5.243834	-0.531194
9492483	-0.054481	5.311935	-0.313268
9492494	0.108963	5.611583	-0.435851
9492504	0.054481	5.938472	-0.340509
9492514	0.027241	6.374323	-0.231546
9492524	0.040861	6.742072	0.177065
9492535	-0.095342	7.259645	0.39499
9492545	-0.258787	7.736358	0.735499
9492554	-0.449471	8.267551	1.116868
9492565	-0.640156	8.689782	1.443757
9492576	-0.939804	9.193735	1.865988
9492586	-0.817221	9.479762	2.056673
9492596	-0.694638	9.670447	1.906849
9492606	-0.476712	9.888372	1.811506
9492616	-0.272407	10.079058	1.661682
9492626	-0.054481	10.351464	1.675303
9492636	0.149824	10.664732	1.825127
9492646	0.449471	10.855417	2.165635
9492657	0.626536	11.100583	2.478903
9492666	0.708258	11.34575	2.805792
9492676	0.517573	11.604536	2.928375
9492689	0.313268	11.985906	3.214402
9492699	0.108963	12.462618	3.350605
9492709	-0.204305	12.830367	3.445948
9492721	-0.817221	13.157256	2.928375
9492730	-1.089628	13.279839	2.451663
9492740	-1.089628	13.211738	2.233737
9492751	-0.885323	12.912089	2.3427
9492761	-0.245166	12.421757	2.669588
9492771	0.40861	11.958665	2.969236
9492782	1.144109	11.481953	3.405087
9492792	1.525479	10.96438	3.623013
9492802	1.757025	10.637491	3.636633
9492812	1.893228	10.446807	3.336985
9492823	1.702543	10.433187	2.941995
9492834	1.18497	10.61025	2.615107
9492843	0.626536	10.869038	2.260978
9492854	0.149824	11.032481	2.383561
9492865	-0.163444	11.250407	2.465283
9492875	-0.340509	11.264028	2.833032
9492885	-0.653777	11.114203	3.377846
9492895	-0.871702	10.800936	3.895419
9492906	-1.062387	10.283362	4.181447
9492916	-0.926184	9.670447	4.644538
9492926	-0.667397	9.152874	4.753501
9492936	-0.245166	8.185829	4.494715
9492947	0.149824	7.218784	3.691114
9492957	0.39499	6.63311	3.11906
9492967	0.599295	5.924851	2.451663
9492977	0.735499	5.597963	1.893228
9492987	0.967045	5.380037	1.511859
9492997	1.076007	5.09401	0.926184
9493007	1.15773	5.066769	0.585675
9493018	1.116868	5.175732	0.286027
9493028	0.926184	5.311935	-0.068102
9493038	0.708258	5.706926	-0.190685
9493048	0.490333	6.101916	-0.286027
9493059	0.217926	6.537767	-0.163444
9493069	-0.01362	7.082581	-0.163444
9493078	-0.245166	7.43671	-0.163444
9493089	-0.517573	8.076866	0.122583
9493101	-0.858082	8.853226	0.40861
9493110	-1.103248	9.302697	0.8036
9493120	-1.198591	9.602345	1.103248
9493131	-1.007906	9.738548	1.716164
9493141	-0.585675	9.833891	2.124774
9493151	-0.149824	9.888372	2.410802
9493161	0.136203	9.901993	2.260978
9493173	0.340509	9.915613	1.770645
9493182	0.354129	10.051817	1.470998
9493193	0.054481	10.623871	1.17135
9493205	-0.38137	11.059722	1.048767
9493215	-0.762739	11.495573	1.144109
9493224	-1.076007	11.890564	1.348414
9493236	-1.266692	12.394516	1.620821
9493246	-1.225831	12.462618	2.124774
9493255	-1.225831	12.721405	2.369941
9493266	-1.007906	12.762266	2.465283
9493277	-0.830841	12.830367	2.260978
9493287	-0.599295	12.898469	1.988571
9493300	-0.858082	13.293459	2.410802
9493318	-2.002191	13.511385	4.235928
9493328	-2.547005	13.620348	5.352797
9493338	-2.778551	13.606728	5.85675
9493349	-2.73769	12.857608	6.374323
9493359	-2.465283	12.340035	6.183638
9493369	-1.97495	11.550055	5.897611
9493381	-1.498238	10.678352	5.298315
9493390	-1.021526	9.983715	4.562817
9493405	-0.762739	9.248216	3.977142
9493417	-0.749119	8.894087	3.772836
9493426	-0.926184	8.744264	3.92266
9493436	-1.266692	8.417375	3.827318
9493446	-1.498238	8.076866	3.473189
9493457	-1.57996	7.777218	2.901134
9493468	-1.55272	7.382228	2.124774
9493478	-1.634442	7.191544	1.675303
9493489	-1.55272	6.837415	1.089628
9493499	-1.470998	6.605869	0.926184
9493509	-1.225831	6.415184	0.708258
9493519	-0.953424	6.210878	0.544814
9493529	-0.667397	6.088295	0.39499
9493539	-0.40861	6.061055	0.544814
9493549	-0.204305	6.047434	0.694638
9493560	-0.136203	6.170018	0.653777
9493571	-0.054481	6.347082	0.544814
9493580	-0.149824	6.67397	0.354129
9493591	-0.313268	7.123442	0.340509
9493601	-0.612916	7.559293	0.326888
9493611	-0.817221	7.995144	0.217926
9493621	-0.980665	8.403754	0.245166
9493631	-1.076007	8.798744	0.544814
9493642	-0.994285	9.030291	0.898943
9493652	-0.885323	9.220976	1.56634
9493663	-0.871702	9.479762	2.043052
9493674	-0.871702	9.738548	2.574246
9493685	-0.817221	9.901993	2.601486
9493694	-0.599295	9.997335	2.73769
9493705	-0.245166	10.051817	2.615107
9493715	-0.027241	10.024576	2.492524
9493725	0.231546	9.997335	2.111154
9493735	0.449471	10.092678	1.97495
9493747	0.503953	10.296983	2.002191
9493758	0.435851	10.460427	1.988571
9493769	0.299648	10.800936	2.247357
9493779	0.122583	11.195926	2.424422
9493789	-0.217926	11.577295	2.615107
9493800	-0.667397	11.836082	2.478903
9493809	-1.307553	12.244693	2.329079
9493820	-1.811506	12.54434	2.260978
9493830	-2.288218	12.653303	2.247357
9493840	-2.465283	12.598822	2.424422
9493851	-2.233737	12.244693	2.547005
9493860	-1.239452	11.468333	2.451663
9493871	-0.054481	10.637491	2.206496
9493881	1.007906	9.997335	2.029432
9493891	1.784266	9.520623	1.825127
9493905	2.424422	9.289077	1.716164
9493914	2.424422	9.316318	1.838747
9493925	2.152015	9.602345	1.729784
9493935	1.634442	10.024576	2.070293
9493945	0.926184	10.56939	2.3427
9493955	0.367749	11.018862	2.696829
9493965	-0.204305	11.386611	3.11906
9493977	-0.967045	11.645397	3.963521
9493986	-1.511859	11.836082	4.535576
9493996	-1.94771	11.767981	4.930566
9494006	-2.070293	11.195926	5.148491
9494018	-1.838747	10.256122	5.162112
9494028	-1.470998	9.384419	4.862464
9494038	-0.994285	8.553578	4.004382
9494048	-0.681017	7.927042	3.309745
9494059	-0.422231	7.246025	2.329079
9494069	-0.177065	6.63311	1.55272
9494079	-0.054481	6.156397	1.130489
9494090	0.108963	5.761407	0.585675
9494099	0.231546	5.625204	0.190685
9494109	0.40861	5.652444	-0.231546
9494120	0.531194	5.706926	-0.503953
9494130	0.558434	5.88399	-0.612916
9494140	0.667397	6.020194	-0.490333
9494151	0.735499	6.210878	-0.490333
9494162	0.762739	6.605869	-0.40861
9494171	0.640156	7.05534	-0.354129
9494181	0.463092	7.572913	0.122583
9494193	0.136203	8.444615	0.898943
9494203	0.054481	9.030291	1.57996
9494213	0.054481	9.438901	2.002191
9494223	0.054481	9.670447	2.438042
9494234	0.095342	9.983715	2.642348
9494244	0.245166	10.174399	2.669588
9494254	0.38137	10.378705	2.424422
9494264	0.653777	10.514909	2.002191
9494275	0.817221	10.637491	1.729784
9494285	0.858082	10.896278	1.716164
9494295	0.640156	11.059722	1.97495
9494306	0.463092	11.318509	1.96133
9494316	0.177065	11.659018	1.988571
9494326	-0.027241	11.999526	2.506144
9494336	-0.122583	12.299174	2.833032
9494347	-0.095342	12.54434	3.1463
9494357	-0.040861	12.517099	3.418707
9494368	0.122583	12.54434	3.377846
9494379	0.313268	12.639683	3.554911
9494388	0.190685	12.707785	3.677494
9494399	-0.054481	12.735025	3.772836
9494411	-0.449471	12.803127	3.854558
9494420	-0.8036	12.762266	4.263169
9494430	-1.280313	12.694164	4.481094
9494442	-1.934089	12.803127	4.903325
9494452	-2.220117	12.653303	4.848844
9494462	-2.165635	12.231072	4.508335
9494474	-1.838747	11.522814	3.949901
9494484	-1.57996	11.032481	3.745596
9494497	-1.430137	10.365085	3.827318
9494506	-1.457377	9.929234	3.949901
9494517	-1.620821	9.547864	4.113345
9494527	-1.729784	9.057531	3.963521
9494537	-1.757025	8.580819	3.568531
9494547	-1.770645	8.131348	2.996476
9494557	-1.675303	7.600154	2.288218
9494568	-1.675303	7.218784	1.648062
9494578	-1.539099	6.823794	1.198591
9494588	-1.389275	6.360703	0.667397
9494600	-1.103248	5.965712	0.39499
9494611	-0.912563	5.802268	-0.027241
9494622	-0.681017	5.584342	-0.108963
9494632	-0.476712	5.502621	-0.190685
9494642	-0.231546	5.625204	-0.231546
9494653	-0.054481	5.761407	-0.217926
9494664	0.054481	5.85675	-0.490333
9494673	0.122583	6.088295	-0.272407
9494686	0.095342	6.619489	-0.272407
9494695	-0.027241	7.109821	0.245166
9494705	-0.204305	7.477571	0.40861
9494716	-0.39499	7.927042	0.721878
9494727	-0.572055	8.553578	1.021526
9494737	-0.721878	8.839605	1.116868
9494747	-0.8036	9.112013	1.362035
9494759	-0.926184	9.425281	1.838747
9494772	-1.18497	9.765789	2.478903
9494787	-1.089628	9.915613	2.560625
9494805	-0.612916	9.942854	1.879608
9494822	-0.095342	9.929234	1.021526
9494832	0.38137	10.106298	0.708258
9494846	0.558434	10.365085	0.694638
9494860	0.40861	10.800936	0.885323
9494872	-0.027241	11.672638	1.103248
9494890	-0.994285	13.034673	1.525479
9494900	-1.634442	13.484144	1.838747
9494912	-2.083913	13.811032	1.97495
9494927	-2.383561	13.865514	2.274598
9494940	-2.083913	13.416042	2.73769
9494950	-1.675303	12.884849	3.241643
9494963	-0.721878	12.026767	3.895419
9494973	-0.068102	11.372991	4.113345
9494985	0.177065	10.651112	3.445948
9494997	0.38137	10.051817	2.288218
9495022	0.599295	9.80665	1.57996
9495036	0.40861	10.010956	2.029432
9495048	0.190685	10.147159	2.805792
9495059	-0.149824	10.242501	3.350605
9495071	-0.544814	10.337844	3.636633
9495081	-0.817221	10.283362	3.827318
9495093	-1.089628	10.079058	3.963521
9495103	-1.130489	9.833891	4.086104
9495113	-1.089628	9.384419	3.704735
9495124	-0.885323	8.662541	3.391467
9495134	-0.681017	8.063246	2.833032
9495144	-0.531194	7.545672	2.492524
9495156	-0.517573	7.191544	1.934089
9495165	-0.299648	6.878275	1.334794
9495175	-0.054481	6.483285	0.994285
9495188	0.108963	6.26536	0.640156
9495198	0.326888	6.129157	0.476712
9495209	0.544814	6.129157	0.313268
9495220	0.653777	6.156397	0.231546
9495230	0.77636	6.319841	0.190685
9495242	0.708258	6.67397	0.204305
9495251	0.640156	7.109821	0.354129
9495261	0.503953	7.477571	0.40861
9495272	0.38137	7.804459	0.721878
9495282	0.217926	8.240311	1.089628
9495292	0.149824	8.62168	1.348414
9495302	0.054481	8.948568	1.702543
9495314	0.095342	9.248216	1.988571
9495324	0.204305	9.534244	2.083913
9495334	0.313268	9.779409	2.288218
9495345	0.449471	9.956474	2.233737
9495355	0.463092	10.051817	1.920469
9495365	0.572055	10.174399	1.770645
9495375	0.708258	10.474048	1.661682
9495385	0.708258	10.664732	1.729784
9495400	0.313268	11.073342	1.702543
9495409	-0.081722	11.604536	1.879608
9495419	-0.286027	12.026767	2.260978
9495431	-0.449471	12.54434	2.76493
9495441	-0.517573	12.735025	3.050958
9495451	-0.599295	12.735025	3.309745
9495461	-0.599295	12.748646	3.486809
9495472	-0.77636	12.803127	3.718355
9495482	-0.926184	12.803127	3.704735
9495492	-1.116868	12.707785	3.609392
9495504	-1.253072	12.598822	3.255263
9495514	-1.348414	12.503479	3.350605
9495524	-1.539099	12.54434	3.731975
9495535	-1.729784	12.489859	4.031623
9495545	-1.729784	12.271934	4.31765
9495555	-1.838747	11.931424	4.671779
9495567	-1.797886	11.34575	4.821603
9495576	-1.607201	10.773695	4.835224
9495587	-1.402896	10.133538	4.671779
9495598	-1.253072	9.575105	4.426613
9495607	-1.225831	9.084772	4.086104
9495617	-1.089628	8.60806	3.718355
9495627	-1.089628	8.19945	3.13268
9495638	-1.253072	7.8317	2.410802
9495648	-1.089628	7.491191	1.906849
9495658	-0.980665	7.150682	1.307553
9495668	-0.749119	6.864655	0.844462
9495679	-0.490333	6.565008	0.38137
9495689	-0.190685	6.25174	0.040861
9495698	-0.01362	6.047434	-0.272407
9495708	0.149824	6.047434	-0.435851
9495721	0.340509	5.965712	-0.572055
9495731	0.476712	6.115536	-0.681017
9495743	0.503953	6.347082	-0.708258
9495752	0.38137	6.769313	-0.40861
9495763	0.177065	7.218784	-0.258787
9495774	0.177065	7.695497	-0.136203
9495784	-0.177065	8.281172	0.122583
9495794	-0.367749	8.730643	0.177065
9495804	-0.531194	9.071152	0.272407
9495815	-0.612916	9.384419	0.653777
9495825	-0.708258	9.507003	0.858082
9495835	-0.694638	9.575105	1.430137
9495845	-0.681017	9.656827	1.702543
9495856	-0.490333	9.643207	1.988571
9495866	-0.122583	9.520623	1.988571
9495876	0.299648	9.302697	1.97495
9495887	0.844462	9.180115	1.729784
9495899	1.15773	9.152874	1.389275
9495910	1.443757	9.302697	0.939804
9495920	1.443757	9.602345	0.967045
9495931	1.212211	9.929234	1.116868
9495941	0.8036	10.215261	1.266692
9495951	0.653777	10.623871	1.770645
9495961	0.40861	11.195926	2.233737
9495971	0.095342	11.536434	2.35632
9495985	-0.190685	11.836082	2.043052
9495996	-0.40861	12.081248	1.470998
9496006	-0.476712	12.244693	1.089628
9496016	-0.299648	12.285554	1.116868
9496026	0.081722	12.14935	1.525479
9496037	1.144109	11.781601	2.315459
9496046	1.675303	11.618156	2.76493
9496056	2.124774	11.318509	3.187161
9496066	2.315459	11.086963	3.364226
9496076	2.329079	11.032481	3.418707
9496086	2.138395	11.114203	3.309745
9496097	1.743405	11.223166	2.846653
9496108	1.198591	11.413852	2.642348
9496118	0.708258	11.672638	2.519764
9496128	0.367749	11.822462	2.778551
9496138	-0.027241	11.904184	3.091819
9496150	-0.572055	11.849703	3.500429
9496159	-0.898943	11.536434	3.90904
9496169	-1.021526	10.96438	3.92266
9496179	-0.926184	10.228881	3.977142
9496190	-0.599295	9.343558	3.568531
9496200	-0.190685	8.335652	3.309745
9496210	0.095342	7.504812	2.887514
9496220	0.286027	6.864655	2.451663
9496231	0.640156	6.183638	1.97495
9496241	0.78998	5.666065	1.620821
9496251	0.953424	5.516241	1.375655
9496262	1.15773	5.202973	1.007906
9496271	1.348414	5.121251	0.762739
9496282	1.470998	5.09401	0.38137
9496292	1.57996	5.189353	0.313268
9496303	1.634442	5.366417	0.163444
9496313	1.511859	5.802268	0.108963
9496324	1.18497	6.292601	0.136203
9496334	0.898943	6.919137	0.149824
9496344	0.503953	7.409469	0.054481
9496353	0.149824	7.995144	0.054481
9496366	-0.054481	8.880466	0.204305
9496376	-0.095342	9.39804	0.40861
9496386	-0.122583	9.670447	0.898943
9496396	-0.01362	9.888372	1.293933
9496407	0.190685	10.106298	1.607201
9496417	0.544814	10.269742	1.865988
9496427	0.885323	10.337844	1.825127
9496439	0.980665	10.55577	1.702543
9496448	0.830841	10.882658	1.56634
9496464	0.163444	11.727119	1.934089
9496477	-0.354129	12.312795	2.478903
9496486	-0.681017	12.653303	2.72407
9496496	-1.253072	13.157256	2.683208
9496507	-1.457377	13.238978	2.683208
9496518	-1.375655	13.048293	2.587866
9496528	-1.007906	12.666924	2.35632
9496538	-0.517573	12.312795	2.315459
9496548	-0.149824	12.122109	2.152015
9496559	0.122583	11.931424	1.97495
9496569	0.108963	11.863323	1.988571
9496579	-0.122583	11.931424	2.083913
9496589	-0.354129	12.122109	2.424422
9496601	-0.735499	12.231072	2.860273
9496612	-1.089628	12.162971	3.445948
9496621	-1.048767	12.026767	3.677494
9496633	-0.8036	11.631777	3.854558
9496642	-0.490333	11.223166	4.181447
9496652	-0.326888	10.773695	4.372132
9496664	-0.354129	10.283362	4.508335
9496676	-0.422231	9.915613	4.440233
9496689	-0.612916	9.166494	4.126966
9496701	-0.77636	8.499097	3.350605
9496710	-0.830841	8.172209	2.615107
9496720	-0.8036	7.804459	1.838747
9496730	-0.830841	7.532053	1.225831
9496741	-0.667397	7.150682	0.572055
9496751	-0.585675	6.946377	0.286027
9496761	-0.367749	6.67397	0.054481
9496774	-0.163444	6.415184	0.054481
9496787	0.054481	6.347082	0.01362
9496797	0.217926	6.292601	0.01362
9496807	0.39499	6.27898	0.027241
9496818	0.544814	6.442424	-0.122583
9496829	0.572055	6.578628	-0.068102
9496841	0.517573	6.946377	-0.122583
9496853	0.245166	7.43671	0.040861
9496864	0.054481	7.84532	0.163444
9496875	-0.122583	8.281172	0.313268
9496885	-0.435851	8.717023	0.354129
9496896	-0.599295	9.00305	0.612916
9496908	-0.681017	9.261836	1.144109
9496918	-0.762739	9.507003	1.57996
9496928	-0.858082	9.615966	2.015811
9496938	-0.871702	9.724928	2.301839
9496951	-0.667397	9.724928	2.329079
9496961	-0.39499	9.643207	2.124774
9496971	-0.136203	9.643207	1.757025
9496981	0.136203	9.670447	1.634442
9496991	0.299648	9.779409	1.607201
9497003	0.503953	9.970095	1.757025
9497013	0.626536	10.119919	1.879608
9497022	0.503953	10.419566	2.083913
9497035	0.163444	10.923519	2.410802
9497047	-0.081722	11.386611	2.655968
9497058	-0.435851	11.781601	2.478903
9497071	-0.694638	12.312795	1.838747
9497081	-0.858082	12.408136	1.225831
9497096	-0.640156	12.653303	0.572055
9497107	-0.422231	12.816748	0.708258
9497119	-0.01362	12.762266	1.97495
9497129	0.258787	12.557961	3.391467
9497139	0.490333	12.258313	4.399372
9497150	0.749119	11.781601	4.821603
9497162	1.293933	11.032481	4.385752
9497172	1.688923	10.460427	3.554911
9497182	1.865988	10.256122	2.76493
9497194	1.879608	10.133538	2.410802
9497206	1.539099	10.446807	2.533385
9497220	1.035146	10.664732	3.350605
9497234	0.354129	10.59663	3.990762
9497245	-0.068102	10.54215	4.154206
9497255	-0.231546	10.283362	4.208687
9497266	-0.422231	9.970095	4.30403
9497283	-0.503953	9.139254	4.018003
9497301	-0.299648	8.376513	3.377846
9497311	-0.149824	7.709117	2.519764
9497324	-0.095342	6.987238	1.797886
9497334	-0.095342	6.619489	1.280313
9497345	-0.040861	6.374323	0.953424
9497359	-0.040861	6.292601	0.585675
9497376	0.108963	6.210878	0.217926
9497385	0.190685	6.292601	-0.054481
9497396	0.190685	6.319841	-0.01362
9497405	0.190685	6.537767	0.068102
9497416	0.095342	6.891896	0.108963
9497426	0.01362	7.205164	0.217926
9497437	-0.068102	7.545672	0.190685
9497452	-0.054481	7.967904	0.190685
9497462	0.01362	8.253931	0.38137
9497473	0.095342	8.471856	0.626536
9497483	0.326888	8.853226	1.321174
9497498	0.572055	9.220976	1.865988
